name,height,weight,reach,stance
Cub Swanson,172.72,65.77,177.8,1
Hakeem Dawodu,172.72,65.77,185.42,1
Chris Daukaus,190.5,92.99,193.04,1
Iasmin Lucindo,160.02,52.16,167.64,1
Tafon Nchukwi,182.88,83.91,195.58,1
JP Buys,165.1,61.23,170.18,1
Francis Marshall,175.26,65.77,182.88,1
Juliana Miller,170.18,56.7,167.64,1
Cory Sandhagen,180.34,61.23,177.8,4
Tatiana Suarez,165.1,52.16,167.64,3
Gavin Tucker,167.64,65.77,167.64,3
Tanner Boser,187.96,92.99,190.5,1
Aleksa Camur,185.42,92.99,187.96,1
Ignacio Bahamondes,190.5,70.31,190.5,1
Carlston Harris,182.88,77.11,193.04,1
Damon Jackson,180.34,65.77,180.34,4
Jake Hadley,170.18,56.7,177.8,3
Justin Gaethje,180.34,70.31,177.8,1
Jan Blachowicz,187.96,92.99,198.12,1
Michael Chiesa,185.42,77.11,190.5,3
Vinicius Salvador,170.18,56.7,177.8,3
Jai Herbert,185.42,70.31,195.58,1
Lerone Murphy,175.26,65.77,185.42,1
Davey Grant,172.72,61.23,175.26,1
Daniel Marcos,170.18,61.23,175.26,1
Danny Roberts,185.42,77.11,187.96,3
Jonny Parsons,175.26,77.11,175.26,1
Joel Alvarez,190.5,70.31,195.58,1
Makhmud Muradov,187.96,83.91,190.5,1
Ketlen Vieira,172.72,61.23,172.72,1
Yanal Ashmouz,175.26,70.31,172.72,1
Shauna Bannon,165.1,52.16,165.1,4
Daniel Barez,167.64,56.7,167.64,1
Bassil Hafez,180.34,77.11,182.88,1
Ottman Azaitar,172.72,70.31,180.34,4
Albert Duraev,180.34,83.91,190.5,1
Norma Dumont,170.18,61.23,170.18,1
Nazim Sadykhov,177.8,70.31,175.26,3
Tucker Lutz,172.72,65.77,182.88,1
Melsik Baghdasaryan,175.26,65.77,177.8,3
Istela Nunes,162.56,52.16,167.64,1
Austin Lingo,177.8,65.77,177.8,1
Evan Elder,177.8,70.31,182.88,4
Genaro Valdez,175.26,70.31,182.88,1
Tyson Nam,170.18,56.7,172.72,1
Alexander Munoz,175.26,70.31,182.88,4
Carl Deaton,170.18,70.31,175.26,1
Ashlee Evans-Smith,172.72,61.23,170.18,1
Dan Hooker,182.88,70.31,190.5,4
Bo Nickal,185.42,83.91,193.04,3
Robbie Lawler,180.34,77.11,187.96,3
Niko Price,182.88,77.11,193.04,1
Jimmy Crute,187.96,92.99,187.96,1
Kamuela Kirk,177.8,70.31,190.5,4
Esteban Ribovics,177.8,70.31,175.26,1
Damir Ismagulov,177.8,70.31,187.96,1
Melissa Gatto,165.1,56.7,175.26,1
Ismael Bonfim,172.72,70.31,180.34,1
Nursulton Ruziboev,195.58,83.91,193.04,1
Kevin Lee,175.26,77.11,195.58,1
Rinat Fakhretdinov,182.88,77.11,187.96,1
Yana Santos,167.64,61.23,172.72,1
Guram Kutateladze,180.34,70.31,182.88,1
Ivana Petrovic,172.72,56.7,177.8,3
Alexandr Romanov,187.96,118.84,190.5,3
Blagoy Ivanov,180.34,113.4,185.42,3
David Onama,180.34,65.77,187.96,1
Gabriel Santos,175.26,65.77,177.8,1
Phil Rowe,190.5,77.11,203.2,1
Zhalgas Zhumagulov,162.56,56.7,167.64,4
Marvin Vettori,182.88,83.91,187.96,3
Jared Cannonier,180.34,83.91,195.58,4
Tereza Bleda,175.26,56.7,180.34,1
Gabriella Fernandes,167.64,56.7,167.64,3
Amanda Nunes,172.72,61.23,175.26,1
Charles Oliveira,177.8,70.31,187.96,1
Adam Fugitt,185.42,77.11,195.58,3
Nate Landwehr,175.26,65.77,182.88,1
David Dvorak,165.1,56.7,172.72,1
Maria Oliveira,167.64,52.16,175.26,1
Kai Kara-France,162.56,56.7,175.26,1
Amir Albazi,165.1,56.7,172.72,1
Daniel Pineda,170.18,65.77,175.26,1
Jesse Butler,177.8,65.77,185.42,1
Ketlen Souza,160.02,52.16,160.02,1
Abubakar Nurmagomedov,180.34,77.11,182.88,1
Elizeu Zaleski dos Santos,180.34,77.11,185.42,1
Daniel Santos,170.18,61.23,170.18,1
Luan Lacerda,170.18,61.23,180.34,1
Maxim Grishin,190.5,92.99,198.12,1
Diego Ferreira,175.26,70.31,187.96,1
Maheshate,182.88,70.31,180.34,1
Viacheslav Borshchev,180.34,70.31,175.26,1
Orion Cosce,180.34,77.11,180.34,4
Ilir Latifi,177.8,104.33,185.42,1
Nick Fiore,177.8,70.31,182.88,1
Victoria Leonardo,165.1,56.7,162.56,1
Takashi Sato,177.8,77.11,185.42,3
Daniel Rodriguez,185.42,77.11,187.96,3
Matt Brown,182.88,77.11,190.5,1
Court McGee,180.34,77.11,190.5,1
Chase Sherman,193.04,113.4,198.12,1
Cody Stamann,167.64,61.23,162.56,1
Douglas Silva de Andrade,170.18,61.23,172.72,1
Ji Yeon Kim,170.18,56.7,182.88,1
Mandy Bohm,170.18,56.7,180.34,1
Gabe Green,177.8,70.31,185.42,4
Jessica-Rose Clark,165.1,61.23,162.56,1
Belal Muhammad,180.34,77.11,182.88,1
Yan Xiaonan,165.1,52.16,160.02,1
Kron Gracie,175.26,65.77,177.8,3
Khaos Williams,182.88,77.11,195.58,1
Virna Jandiroba,160.02,52.16,162.56,1
Braxton Smith,180.34,116.57,182.88,1
Joseph Holmes,193.04,83.91,203.2,1
Trey Waters,195.58,77.11,195.58,1
Journey Newson,165.1,61.23,170.18,1
Hailey Cowan,172.72,61.23,170.18,3
Brogan Walker,162.56,56.7,170.18,4
Rani Yahya,167.64,61.23,170.18,1
Montel Jackson,177.8,61.23,190.5,3
Brady Hiestand,172.72,61.23,180.34,1
Batgerel Danaa,170.18,61.23,177.8,1
Azamat Murzakanov,177.8,92.99,180.34,3
Rafa Garcia,170.18,70.31,177.8,1
Matheus Nicolau,167.64,56.7,167.64,1
Zak Cummings,182.88,92.99,190.5,3
Ed Herman,185.42,92.99,195.58,1
Piera Rodriguez,160.02,52.16,160.02,1
Lando Vannata,175.26,70.31,180.34,1
Aaron Phillips,175.26,61.23,180.34,3
Jorge Masvidal,180.34,77.11,187.96,1
Santiago Ponzinibbio,182.88,77.11,185.42,1
Cynthia Calvillo,162.56,52.16,162.56,1
Shayilan Nuerdanbieke,172.72,65.77,175.26,1
Holly Holm,172.72,61.23,175.26,3
Steven Peterson,177.8,65.77,177.8,1
Gunnar Nelson,180.34,77.11,182.88,4
Jack Shore,172.72,65.77,180.34,1
Makwan Amirkhani,177.8,65.77,182.88,3
Omar Morales,180.34,70.31,185.42,1
Dusko Todorovic,185.42,83.91,187.96,1
Nikita Krylov,190.5,92.99,195.58,1
Guido Cannetti,167.64,61.23,172.72,3
Raphael Assuncao,165.1,61.23,167.64,1
Victor Henry,170.18,61.23,172.72,4
Tony Gravely,165.1,61.23,175.26,1
Bruno Silva,162.56,56.7,165.1,1
Jon Jones,193.04,112.49,213.36,1
Valentina Shevchenko,165.1,56.7,167.64,3
Alexa Grasso,165.1,56.7,167.64,1
Trevin Jones,170.18,61.23,177.8,3
Derek Brunson,185.42,83.91,195.58,3
Julian Marquez,187.96,83.91,182.88,1
Mana Martinez,177.8,61.23,177.8,1
Jessica Penne,165.1,52.16,170.18,1
Augusto Sakai,190.5,120.2,195.58,1
Erick Gonzalez,180.34,70.31,190.5,1
Victor Martinez,172.72,70.31,177.8,1
Rafael Alves,172.72,70.31,172.72,1
Nurullo Aliev,177.8,70.31,182.88,1
Jordan Wright,187.96,92.99,195.58,1
William Knight,177.8,92.99,185.42,1
Lina Lansberg,170.18,61.23,165.1,1
Khusein Askhabov,172.72,65.77,175.26,1
Clayton Carpenter,167.64,56.7,167.64,1
Juancamilo Ronderos,160.02,56.7,162.56,3
Don Shainis,167.64,65.77,170.18,1
Zubaira Tukhugov,172.72,70.31,172.72,1
Yizha,170.18,65.77,180.34,1
SeungGuk Choi,167.64,56.7,162.56,1
Glover Teixeira,187.96,92.99,193.04,1
Jamahal Hill,193.04,92.99,200.66,3
Lauren Murphy,165.1,56.7,170.18,1
Mauricio Rua,185.42,92.99,193.04,1
Mounir Lazzez,185.42,77.11,193.04,1
Shamil Abdurakhimov,190.5,106.59,193.04,1
Saimon Oliveira,162.56,61.23,182.88,1
Allan Nascimento,172.72,56.7,175.26,1
Dan Argueta,170.18,61.23,172.72,3
Cheyanne Vlismas,160.02,52.16,160.02,4
Saidyokub Kakhramonov,172.72,61.23,175.26,1
Sergey Morozov,167.64,61.23,170.18,1
Darren Till,182.88,83.91,187.96,3
Jay Perrin,170.18,61.23,170.18,4
Dalcha Lungiambula,172.72,83.91,193.04,1
Steven Koslow,170.18,56.7,175.26,4
Kyle Daukaus,190.5,83.91,193.04,3
Scott Holtzman,175.26,70.31,175.26,1
Marcelo Rojo,172.72,65.77,180.34,1
Vince Morales,175.26,61.23,177.8,1
Ricky Turcios,175.26,61.23,180.34,1
Kevin Natividad,167.64,61.23,177.8,1
Carla Esparza,154.94,52.16,160.02,1
Michael Chandler,172.72,70.31,180.34,1
Frankie Edgar,167.64,61.23,172.72,1
Brad Riddell,170.18,70.31,180.34,1
Dominick Reyes,193.04,92.99,195.58,3
Silvana Gomez Juarez,160.02,52.16,165.1,1
Michael Trizano,180.34,65.77,180.34,1
Julio Arce,170.18,65.77,177.8,3
Nicolae Negumereanu,182.88,92.99,198.12,1
Darrick Minner,170.18,65.77,175.26,1
Shanna Young,170.18,56.7,165.1,1
Benito Lopez,177.8,61.23,185.42,4
Liudvik Sholinian,177.8,61.23,180.34,1
Carlos Candelario,172.72,56.7,172.72,3
Ramona Pascual,170.18,61.23,167.64,3
Calvin Kattar,180.34,65.77,182.88,1
Jared Vanderaa,193.04,120.2,203.2,1
Tresean Gore,182.88,83.91,190.5,4
Carlos Mota,162.56,56.7,175.26,1
Joshua Weems,172.72,61.23,175.26,1
TJ Dillashaw,167.64,61.23,170.18,1
Gadzhi Omargadzhiev,185.42,77.11,180.34,4
Misha Cirkunov,190.5,92.99,195.58,1
Brandon Davis,177.8,61.23,182.88,1
Nick Maximov,182.88,83.91,193.04,3
Mike Jackson,187.96,77.11,187.96,1
Francisco Trinaldo,175.26,77.11,177.8,3
Aleksei Oleinik,187.96,108.86,203.2,1
Jesse Ronson,177.8,70.31,177.8,3
Krzysztof Jotko,185.42,83.91,195.58,3
Randy Costa,175.26,61.23,185.42,4
Alen Amedovski,177.8,83.91,187.96,1
Louis Cosce,175.26,77.11,180.34,1
Mariya Agapova,167.64,56.7,172.72,3
Cameron VanCamp,187.96,70.31,187.96,4
Nate Diaz,182.88,77.11,193.04,3
Li Jingliang,182.88,77.11,180.34,1
Chris Barnett,175.26,120.2,190.5,1
Danyelle Wolf,180.34,65.77,177.8,1
Melissa Martinez,157.48,52.16,167.64,3
Darian Weeks,180.34,77.11,182.88,1
Alessio Di Chirico,182.88,83.91,187.96,1
Michal Figlak,177.8,70.31,177.8,1
Khalid Taha,165.1,61.23,175.26,1
Luke Rockhold,190.5,83.91,195.58,3
Jose Aldo,170.18,61.23,177.8,1
Wu Yanan,172.72,61.23,167.64,1
Harry Hunsucker,187.96,92.99,190.5,1
Leonardo Santos,182.88,70.31,190.5,1
Francisco Figueiredo,167.64,56.7,172.72,3
Dominick Cruz,172.72,61.23,172.72,1
Nina Nunes,165.1,56.7,162.56,1
Charlie Ontiveros,187.96,70.31,187.96,4
Jason Witt,177.8,77.11,177.8,1
Thiago Santos,187.96,92.99,193.04,1
Sam Alvey,187.96,83.91,190.5,3
Miranda Granger,170.18,52.16,172.72,1
Julianna Pena,167.64,61.23,175.26,1
Alexander Gustafsson,195.58,92.99,200.66,1
Mason Jones,177.8,70.31,187.96,1
Damir Hadzovic,175.26,70.31,177.8,1
Charles Rosa,175.26,65.77,175.26,4
Claudio Silva,180.34,77.11,180.34,3
Shane Burgos,180.34,65.77,190.5,1
Herbert Burns,175.26,65.77,185.42,1
Dwight Grant,185.42,83.91,193.04,4
Antonina Shevchenko,172.72,56.7,170.18,3
Cortney Casey,170.18,56.7,170.18,1
Karl Roberson,185.42,92.99,187.96,3
Ronnie Lawrence,172.72,61.23,172.72,4
Donald Cerrone,185.42,70.31,185.42,1
Uriah Hall,182.88,83.91,200.66,1
Jessica Eye,167.64,56.7,167.64,1
Alan Baudot,190.5,110.22,200.66,1
Raulian Paiva,172.72,61.23,175.26,1
Tony Kelley,175.26,61.23,177.8,4
Danny Chavez,172.72,65.77,170.18,1
Gloria de Paula,165.1,52.16,170.18,1
Eddie Wineland,170.18,61.23,175.26,1
Deron Winn,167.64,83.91,177.8,1
Joanna Jedrzejczyk,167.64,52.16,165.1,1
Ramazan Emeev,177.8,77.11,193.04,3
Poliana Botelho,172.72,56.7,170.18,1
Zarrukh Adashev,165.1,56.7,165.1,3
Askar Mozharov,190.5,92.99,187.96,1
Felice Herrig,162.56,52.16,165.1,1
Alex Da Silva,172.72,70.31,185.42,1
Niklas Stolze,185.42,70.31,187.96,4
Jeff Molina,167.64,56.7,175.26,1
Andreas Michailidis,182.88,77.11,193.04,1
Felipe Colares,172.72,65.77,175.26,1
Aleksandar Rakic,193.04,92.99,198.12,1
Louis Smolka,175.26,61.23,172.72,1
Frank Camacho,177.8,70.31,185.42,1
Alan Patrick,180.34,70.31,187.96,3
Ariane Carnelossi,157.48,52.16,154.94,1
Tristan Connelly,177.8,65.77,172.72,1
Gina Mazany,167.64,56.7,172.72,3
Sergey Khandozhko,185.42,77.11,187.96,1
Ike Villanueva,185.42,92.99,185.42,1
Cameron Else,175.26,61.23,180.34,4
Dean Barry,177.8,77.11,182.88,1
Miguel Baeza,187.96,77.11,187.96,1
TJ Laramie,167.64,65.77,167.64,1
Brandon Jenkins,182.88,70.31,180.34,4
Kevin Croom,180.34,61.23,185.42,1
Tecia Torres,154.94,52.16,152.4,1
Vinc Pichel,177.8,70.31,182.88,1
Aspen Ladd,167.64,61.23,167.64,1
Mickey Gall,187.96,77.11,187.96,4
Kay Hansen,157.48,52.16,160.02,1
Askar Askarov,167.64,56.7,170.18,1
Sara McMann,167.64,61.23,167.64,1
Aliaskhab Khizriev,175.26,83.91,187.96,3
Luis Saldana,180.34,65.77,185.42,1
Bruno Souza,177.8,65.77,177.8,1
Kazula Vargas,172.72,70.31,180.34,3
Mike Grundy,170.18,65.77,182.88,1
Timur Valiev,167.64,61.23,170.18,1
Marlon Moraes,167.64,61.23,170.18,1
Sabina Mazo,170.18,56.7,177.8,1
Kris Moutinho,170.18,61.23,172.72,3
Alex Oliveira,180.34,77.11,193.04,1
Greg Hardy,195.58,120.2,203.2,1
Devonte Smith,175.26,70.31,193.04,1
Rongzhu,175.26,70.31,182.88,1
Alejandro Perez,167.64,61.23,170.18,1
Ramiz Brahimaj,177.8,77.11,182.88,1
Micheal Gillmore,180.34,77.11,182.88,1
Chas Skelly,180.34,65.77,182.88,1
Mark Striegl,172.72,65.77,177.8,3
Jesse Strader,170.18,61.23,177.8,1
Roxanne Modafferi,170.18,56.7,175.26,1
Fabio Cherant,185.42,92.99,187.96,3
Alexis Davis,167.64,61.23,172.72,1
Danilo Marques,198.12,92.99,195.58,1
Francis Ngannou,193.04,113.4,210.82,1
Rogerio Bontorin,165.1,56.7,170.18,1
Dakota Bush,177.8,70.31,185.42,1
Sijara Eubanks,162.56,56.7,170.18,1
Andre Ewell,172.72,65.77,190.5,3
Matt Sayles,170.18,70.31,172.72,1
Ryan Hall,177.8,65.77,177.8,3
Maki Pitolo,177.8,83.91,190.5,1
Mallory Martin,162.56,52.16,160.02,1
Chris Gruetzemacher,172.72,70.31,172.72,1
Sean Soriano,175.26,65.77,177.8,1
Ben Rothwell,193.04,120.2,198.12,1
Felicia Spencer,167.64,65.77,172.72,1
Leah Letson,170.18,65.77,180.34,3
Collin Anglin,175.26,65.77,180.34,1
Liana Jojua,162.56,56.7,157.48,1
Al Iaquinta,177.8,70.31,177.8,1
Jordan Williams,185.42,83.91,190.5,3
Gian Villante,190.5,104.33,193.04,1
John Allan,185.42,92.99,190.5,1
Shamil Gamzatov,187.96,92.99,193.04,1
Hu Yaozong,190.5,83.91,182.88,1
Laureano Staropoli,185.42,83.91,180.34,1
Khama Worthy,180.34,70.31,187.96,1
Livinha Souza,160.02,52.16,160.02,1
Randa Markos,162.56,52.16,160.02,1
Zviad Lazishvili,167.64,61.23,175.26,1
Carlos Felipe,182.88,111.13,190.5,1
Andrew Sanchez,185.42,83.91,187.96,1
Bethe Correia,165.1,61.23,162.56,1
Gaetano Pirrello,170.18,61.23,165.1,1
Johnny Eduardo,170.18,61.23,180.34,1
Nick Diaz,185.42,77.11,193.04,3
Martin Sano,180.34,77.11,190.5,1
Antonio Arroyo,190.5,83.91,185.42,1
Mike Rodriguez,193.04,92.99,208.28,3
Sarah Alpar,162.56,61.23,160.02,3
Impa Kasanganay,180.34,77.11,190.5,1
Emily Whitmire,165.1,56.7,160.02,1
David Zawada,182.88,77.11,190.5,1
Luigi Vendramini,172.72,70.31,185.42,1
Darren Stewart,182.88,92.99,187.96,1
Domingo Pilarte,182.88,61.23,185.42,3
Bea Malecki,175.26,61.23,187.96,1
Sasha Palatnikov,185.42,77.11,182.88,4
Casey Kenney,170.18,61.23,172.72,3
Drako Rodriguez,172.72,61.23,175.26,1
Anderson Dos Santos,165.1,61.23,177.8,1
Jamey Simmons,167.64,61.23,177.8,1
Ryan Benoit,165.1,56.7,172.72,1
Ian Heinisch,180.34,83.91,182.88,1
Marion Reneau,167.64,61.23,172.72,1
Jeremy Stephens,175.26,65.77,180.34,1
Conor McGregor,175.26,70.31,187.96,3
Carlos Condit,187.96,77.11,190.5,1
Omari Akhmedov,182.88,83.91,185.42,1
Jerome Rivera,177.8,56.7,182.88,3
Michel Prazeres,167.64,77.11,170.18,1
Justin Jaynes,170.18,65.77,172.72,1
Yancy Medeiros,177.8,70.31,190.5,1
Dhiego Lima,187.96,77.11,190.5,1
Roque Martinez,177.8,113.4,182.88,1
Lara Procopio,162.56,56.7,170.18,1
Demian Maia,185.42,77.11,182.88,3
Walt Harris,195.58,113.4,195.58,3
Victor Rodriguez,165.1,56.7,170.18,4
Jacare Souza,185.42,83.91,182.88,1
Kevin Aguilar,170.18,70.31,185.42,1
Maurice Greene,200.66,117.03,203.2,1
Gregor Gillespie,170.18,70.31,180.34,1
Christian Aguilera,175.26,77.11,182.88,4
Kai Kamaka,170.18,65.77,175.26,1
KB Bhullar,193.04,83.91,198.12,4
Luke Sanders,167.64,61.23,170.18,3
Stefan Sekulic,182.88,77.11,190.5,3
Justine Kish,165.1,56.7,162.56,1
Luis Pena,190.5,70.31,190.5,3
Juan Espino,190.5,115.67,203.2,1
Bartosz Fabinski,182.88,77.11,190.5,1
Anthony Birchak,172.72,61.23,175.26,1
Mike Perry,177.8,77.11,180.34,1
Yorgan De Castro,182.88,113.4,187.96,1
Jarjis Danho,190.5,120.2,187.96,1
Hunter Azure,172.72,65.77,175.26,1
Jordan Griffin,177.8,65.77,185.42,3
Stipe Miocic,193.04,108.86,203.2,1
Tyron Woodley,175.26,77.11,187.96,1
Thomas Almeida,170.18,65.77,177.8,3
Gustavo Lopez,165.1,61.23,170.18,1
Ray Rodriguez,170.18,61.23,177.8,1
Megan Anderson,182.88,65.77,182.88,1
Joseph Benavidez,162.56,56.7,165.1,3
Jordan Espinosa,167.64,56.7,175.26,1
Aalon Cruz,182.88,65.77,198.12,4
Jimmie Rivera,162.56,61.23,172.72,1
Vince Cachero,167.64,65.77,172.72,1
Shana Dobson,167.64,56.7,175.26,1
Alistair Overeem,193.04,120.2,203.2,1
Martin Day,177.8,65.77,185.42,1
Antonio Carlos Junior,187.96,83.91,200.66,1
Nik Lentz,172.72,65.77,172.72,1
Vinicius Moreira,193.04,92.99,193.04,1
Tom Breese,190.5,83.91,185.42,3
Markus Perez,185.42,83.91,185.42,1
Sarah Moras,170.18,61.23,170.18,1
Vanessa Melo,165.1,61.23,165.1,1
Jacob Kilburn,175.26,65.77,182.88,1
Anthony Pettis,177.8,70.31,182.88,1
Carlton Minus,177.8,77.11,190.5,1
Junior Dos Santos,193.04,107.95,195.58,1
Peter Barrett,177.8,65.77,185.42,3
Matt Wiman,177.8,70.31,172.72,1
Jose Quinonez,172.72,61.23,175.26,3
Spike Carlyle,172.72,65.77,180.34,4
Rachael Ostovich,160.02,56.7,157.48,1
Alan Jouban,182.88,77.11,185.42,3
Paul Felder,180.34,70.31,177.8,1
Geraldo de Freitas,170.18,61.23,182.88,1
Claudia Gadelha,162.56,52.16,160.02,1
Bevon Lewis,190.5,83.91,200.66,1
Eduardo Garagorri,175.26,65.77,177.8,1
Anderson Silva,187.96,83.91,195.58,3
Jack Marshman,182.88,83.91,185.42,1
Cole Williams,182.88,77.11,185.42,1
Justin Ledet,193.04,92.99,203.2,1
Khabib Nurmagomedov,177.8,70.31,177.8,1
Liliya Shakirova,162.56,56.7,165.1,1
Stefan Struve,210.82,120.2,213.36,1
Alexander Yakovlev,190.5,70.31,187.96,3
James Krause,187.96,77.11,185.42,1
John Phillips,180.34,83.91,190.5,3
Gadzhimurad Antigulov,180.34,92.99,177.8,1
Ali AlQaisi,167.64,61.23,172.72,1
Germaine de Randamie,175.26,61.23,180.34,1
Dequan Townsend,190.5,92.99,200.66,1
Jessin Ayari,182.88,70.31,185.42,1
Diego Sanchez,177.8,77.11,182.88,3
Jeff Hughes,187.96,113.4,195.58,1
Khadis Ibragimov,190.5,92.99,198.12,1
Mirsad Bektic,172.72,65.77,177.8,1
Mara Romero Borella,167.64,56.7,175.26,1
Irwin Rivera,167.64,61.23,170.18,3
Brok Weaver,182.88,70.31,185.42,3
Anthony Ivy,187.96,83.91,187.96,1
Zelim Imadaev,182.88,77.11,193.04,1
Cole Smith,180.34,61.23,170.18,1
Ricardo Lamas,172.72,65.77,180.34,1
Austin Springer,172.72,65.77,180.34,1
Hannah Cifers,154.94,52.16,157.48,1
Daniel Cormier,180.34,106.59,182.88,1
John Dodson,160.02,61.23,167.64,1
Frankie Saenz,167.64,61.23,167.64,1
Rogerio Nogueira,187.96,92.99,190.5,3
Fabricio Werdum,193.04,104.78,195.58,1
Peter Sobotta,182.88,77.11,190.5,3
Raphael Pessoa,190.5,118.84,198.12,1
Nad Narimani,172.72,65.77,177.8,1
Joe Duffy,177.8,70.31,185.42,1
Brett Johns,170.18,61.23,180.34,1
Davi Ramos,167.64,70.31,177.8,1
Chris Fishgold,172.72,65.77,172.72,1
Paige VanZant,162.56,52.16,165.1,1
Danny Henry,182.88,65.77,185.42,1
Roman Bogatov,172.72,70.31,185.42,1
Lyman Good,182.88,77.11,187.96,1
