name,height,weight,reach,stance
Yoshiyuki Yoshida,180.34,77.11,177.8,3
Renzo Gracie,177.8,83.91,182.04,1
Brad Blackburn,177.8,77.11,185.42,1
Matt Veach,180.34,70.31,182.04,1
Mostapha Al-Turk,187.96,111.13,195.58,1
Nate Quarry,182.88,83.91,182.88,0
Ronys Torres,170.18,70.31,182.04,1
Rob Emerson,175.26,70.31,177.8,1
Caol Uno,170.18,70.31,177.8,3
Lucio Linhares,187.96,83.91,182.04,1
Rory Markham,182.88,77.11,180.34,1
Paul Buentello,187.96,111.13,195.58,1
Shannon Gugerty,177.8,70.31,180.34,1
Chase Gormley,190.5,120.2,182.04,1
Mark Coleman,185.42,92.99,190.5,1
Frank Trigg,175.26,77.11,180.34,3
Justin Buchholz,182.88,70.31,185.42,1
Rolles Gracie,193.04,109.77,182.04,1
Jay Silva,187.96,83.91,182.04,3
Kyle Bradley,175.26,70.31,180.34,1
Wilson Gouveia,185.42,83.91,193.04,1
Shane Nelson,175.26,70.31,177.8,3
Kevin Burns,177.8,77.11,187.96,1
Houston Alexander,182.88,92.99,182.88,1
Marcus Jones,198.12,120.2,182.04,1
Darrill Schoonover,187.96,99.79,182.04,1
Justin Wren,187.96,120.2,182.04,1
Jake Rosholt,185.42,83.91,182.04,1
Brock Larson,180.34,77.11,180.34,3
Jason Dent,177.8,70.31,180.34,1
Denis Kang,180.34,83.91,195.58,1
Rolando Delgado,190.5,70.31,195.58,1
Antoni Hardonk,193.04,111.13,198.12,1
Razak Al-Hassan,187.96,92.99,182.04,1
Hermes Franca,167.64,70.31,180.34,1
Drew McFedries,182.88,83.91,182.88,3
Roger Huerta,175.26,70.31,177.8,1
Chris Wilson,185.42,77.11,190.5,1
Justin McCully,185.42,102.06,185.42,1
Marcus Aurelio,177.8,70.31,187.96,1
Dan Cramer,187.96,77.11,182.04,1
Danillo Villefort,185.42,83.91,182.04,1
Jake O'Brien,190.5,92.99,193.04,1
Mike Ciesnolevicz,182.88,106.59,182.04,1
Frank Lester,180.34,77.11,182.04,1
Cameron Dollar,180.34,70.31,182.04,1
Dale Hartt,177.8,70.31,175.26,1
Denis Stojnic,182.88,111.13,182.04,1
Xavier Foupa-Pokam,185.42,83.91,182.04,0
Andre Gusmao,182.88,92.99,182.04,1
Brandon Wolff,175.26,77.11,182.04,1
David Kaplan,170.18,70.31,182.04,1
David Bielkheden,177.8,70.31,180.34,1
Ryo Chonan,175.26,77.11,177.8,1
Carmelo Marrero,182.88,92.99,185.42,1
Junie Browning,175.26,70.31,182.04,1
Matt Horwich,185.42,83.91,182.04,1
Jesse Sanders,182.88,77.11,182.04,1
Nissen Osterneck,187.96,83.91,182.04,1
Joe Vedepo,182.88,83.91,182.04,1
Tim McKenzie,182.88,83.91,187.96,1
Pete Sell,180.34,77.11,190.5,1
Ryan Madigan,182.88,77.11,182.04,1
Jason Day,182.88,83.91,182.88,1
Michael Patt,182.88,92.99,182.04,1
Brian Cobb,180.34,70.31,182.04,1
Per Eklund,177.8,70.31,182.88,1
Neil Grove,198.12,120.2,182.04,1
Troy Mandaloniz,175.26,77.11,182.04,1
Luigi Fioravanti,172.72,77.11,177.8,1
Rich Clementi,175.26,70.31,182.88,3
Derek Downey,185.42,83.91,182.04,1
Steve Bruno,177.8,77.11,182.04,1
Akihiro Gono,170.18,77.11,172.72,4
Christian Wellisch,187.96,106.14,195.58,1
Matt Arroyo,177.8,77.11,182.88,1
Jeremy Horn,185.42,83.91,187.96,1
Tom Egan,180.34,77.11,182.04,1
Alexandre Barros,175.26,77.11,182.04,3
Antonio Mendes,190.5,92.99,195.58,3
Ivan Serati,182.88,92.99,182.04,1
Nate Mohr,175.26,70.31,182.88,1
Dean Lister,185.42,83.91,190.5,1
Mike Wessel,182.88,117.93,182.04,1
Reese Andy,182.88,92.99,182.04,1
Dan Evensen,190.5,113.4,182.04,1
Shane Primm,190.5,92.99,182.04,1
Jules Bruchez,182.88,92.99,182.04,3
John Polakowski,177.8,70.31,182.04,1
Nate Loughran,187.96,83.91,182.04,1
Brodie Farber,185.42,77.11,182.04,1
Johnny Rees,182.88,77.11,182.04,1
Corey Hill,193.04,70.31,203.2,1
Eddie Sanchez,187.96,104.33,187.96,1
Josh Hendricks,187.96,106.59,182.04,3
Jorge Gurgel,170.18,70.31,175.26,1
Alvin Robinson,175.26,70.31,172.72,3
Ryan Thomas,182.88,77.11,182.04,1
Rameau Thierry Sokoudjou,177.8,92.99,198.12,1
Neil Wain,177.8,109.77,182.04,1
Jess Liaudin,175.26,77.11,182.88,1
David Baron,167.64,70.31,182.04,4
Samy Schiavo,172.72,70.31,182.04,1
Brad Morris,187.96,92.99,182.04,1
Jason Lambert,190.5,83.91,190.5,1
Heath Herring,193.04,113.4,198.12,1
Luke Cummo,182.88,77.11,187.96,1
Cale Yarbrough,185.42,83.91,182.04,1
James Giboo,180.34,77.11,182.04,1
Evan Tanner,182.88,83.91,187.96,1
Dante Rivera,185.42,83.91,182.04,3
Marvin Eastman,175.26,83.91,185.42,1
Rob Yundt,185.42,83.91,182.04,1
Ivan Salaverry,182.88,83.91,182.04,1
Kazuhiro Nakamura,180.34,92.99,177.8,1
War Machine,180.34,77.11,182.04,1
Jason Tan,177.8,77.11,182.04,1
Travis Lutter,180.34,83.91,190.5,1
Kalib Starnes,190.5,83.91,187.96,1
Charles McCarthy,177.8,83.91,180.34,1
Kuniyoshi Hironaka,177.8,76.2,177.8,1
Din Thomas,175.26,70.31,182.04,1
Ryan Roberts,167.64,70.31,182.04,1
Jeff Cox,177.8,70.31,182.04,1
Roman Mitichyan,177.8,77.11,182.04,1
Tommy Speer,177.8,77.11,180.34,1
John Halverson,175.26,70.31,182.04,3
Tim Sylvia,203.2,120.2,203.2,1
David Heath,180.34,92.99,182.88,1
Terry Martin,172.72,83.91,180.34,1
Alberto Crane,165.1,70.31,182.04,1
Joe Veres,170.18,70.31,182.04,1
Colin Robinson,193.04,110.22,182.04,1
James Lee,180.34,92.99,182.04,3
Jordan Radev,170.18,83.91,182.04,3
Tony DeSouza,182.88,77.11,177.8,3
Doug Evans,175.26,70.31,182.04,1
Jared Rollins,175.26,77.11,182.04,1
Billy Miles,177.8,77.11,182.04,1
Dan Barrera,175.26,77.11,182.04,1
Richie Hightower,172.72,77.11,182.04,1
John Kolosci,180.34,83.91,182.04,1
Dorian Price,190.5,77.11,182.04,3
Paul Georgieff,187.96,77.11,182.04,1
Luke Caudillo,170.18,70.31,182.04,1
Jason Black,172.72,70.31,182.04,1
Diego Saraiva,167.64,70.31,182.04,1
Scott Junk,185.42,120.2,182.04,1
Edilberto de Oliveira,182.88,77.11,182.04,1
Anthony Torres,172.72,77.11,182.04,1
Renato Sobral,185.42,92.99,190.5,1
Mike Nickels,193.04,92.99,182.04,1
Jason Gilliam,182.88,77.11,182.04,1
Jens Pulver,170.18,65.77,177.8,3
Floyd Sword,182.88,83.91,182.04,1
Brandon Melendez,180.34,70.31,182.04,3
Andy Wang,167.64,70.31,182.04,1
Allen Berube,172.72,70.31,182.04,1
Brian Geraghty,170.18,70.31,182.04,1
Hector Ramirez,182.88,92.99,182.04,1
Rory Singer,187.96,83.91,195.58,1
Scott Smith,182.88,83.91,177.8,1
Stevie Lynch,177.8,77.11,182.04,1
Pete Spratt,175.26,77.11,182.04,1
Chad Reiner,180.34,77.11,182.04,1
Sean Salmon,177.8,83.91,182.04,3
Elvis Sinosic,190.5,92.99,195.58,1
Assuerio Silva,177.8,109.32,182.04,1
David Lee,177.8,70.31,182.04,1
Victor Valimaki,182.88,92.99,182.04,1
Brad Imes,200.66,120.2,182.04,1
Josh Haynes,175.26,77.11,182.04,1
Dokonjonosuke Mishima,170.18,70.31,182.04,3
Drew Fickett,177.8,70.31,177.8,1
Rex Holman,190.5,92.99,182.04,3
Sam Hoger,187.96,92.99,182.04,1
Chris Price,187.96,83.91,182.04,3
Ross Pointon,172.72,77.11,182.04,1
Marcio Cruz,193.04,105.23,182.04,1
Jeff Joslin,182.88,77.11,182.04,1
Shonie Carter,177.8,77.11,182.04,3
Dave Menne,177.8,77.11,182.04,1
Logan Clark,187.96,83.91,182.04,1
Steve Byrnes,182.88,77.11,182.04,1
Jeff Monson,175.26,112.04,187.96,1
Sherman Pendergarst,185.42,106.59,182.04,1
Josh Shockman,193.04,106.59,182.04,3
Edwin DeWees,185.42,83.91,182.04,1
Jeremy Jackson,177.8,77.11,182.04,1
Gideon Ray,177.8,83.91,182.04,3
Justin James,177.8,70.31,182.04,1
Ken Shamrock,185.42,92.99,182.88,1
Crafton Wallace,182.88,83.91,182.04,1
Mario Neto,182.88,103.87,182.04,1
Danny Abbadi,180.34,70.31,182.04,1
Rob MacDonald,190.5,92.99,198.12,1
Wes Combs,187.96,92.99,182.04,1
Cory Walmsley,182.88,92.99,182.04,1
Yuki Sasaki,187.96,83.91,182.04,1
Jason Von Flue,182.88,77.11,182.04,1
Kristof Midoux,185.42,99.79,182.04,1
Sammy Morgan,177.8,77.11,182.04,1
Dan Christison,203.2,120.2,182.04,1
Joe Jordan,167.64,70.31,182.04,1
Gilbert Aldana,185.42,113.4,182.04,1
Branden Lee Hinkle,190.5,106.59,182.04,1
Kristian Rothaermel,182.88,92.99,182.04,0
Justin Levens,180.34,83.91,182.04,1
Solomon Hutcherson,180.34,83.91,182.04,3
Royce Gracie,185.42,79.38,182.04,3
Fabiano Scherner,190.5,116.57,182.04,1
Rick Davis,175.26,70.31,182.04,1
Nick Thompson,185.42,77.11,187.96,1
David Terrell,185.42,83.91,182.04,3
Derrick Noble,175.26,77.11,182.04,3
Ansar Chalangov,175.26,77.11,182.04,1
Trevor Prangley,185.42,83.91,190.5,1
Steve Vigneault,177.8,83.91,182.04,1
Tom Murphy,187.96,102.97,182.04,3
Icho Larenas,190.5,106.59,182.04,1
Justin Eilers,185.42,106.59,182.04,1
Mike van Arsdale,187.96,92.99,182.04,4
Mike Whitehead,185.42,92.99,182.04,1
Alex Karalexis,172.72,70.31,167.64,1
Kevin Jordan,190.5,111.13,182.04,1
Jeff Newton,187.96,92.99,182.04,2
Kit Cope,182.88,77.11,182.04,1
Kerry Schall,187.96,120.2,182.04,1
Sean Gannon,190.5,120.2,182.04,3
Keigo Kunihara,182.88,106.59,182.04,1
Tra Telligman,187.96,105.69,182.04,1
Brian Gassaway,185.42,77.11,182.04,1
Matt Lindland,182.88,83.91,187.96,3
Bill Mahood,190.5,90.72,182.04,1
Koji Oishi,172.72,77.11,182.04,1
Travis Wiuff,190.5,92.99,182.04,1
John Marsh,182.88,120.2,182.04,1
Bobby Southworth,187.96,92.99,182.04,1
Jason Thacker,177.8,83.91,182.04,1
Chris Sanford,180.34,83.91,182.04,1
Lodune Sincaid,175.26,83.91,182.04,1
Alex Schoenauer,190.5,83.91,182.04,1
Josh Rafferty,182.88,77.11,182.04,1
Mike Kyle,193.04,92.99,195.58,1
Renato Verissimo,185.42,77.11,182.04,1
Tony Fryklund,182.88,83.91,182.04,1
Vernon White,182.88,92.99,182.04,3
Ronald Jhun,180.34,77.11,182.04,1
Kimo Leopoldo,190.5,106.59,182.04,1
Curtis Stout,185.42,83.91,182.04,3
Tiki Ghosn,177.8,77.11,182.04,1
Wesley Correira,190.5,117.93,182.04,1
Wes Sims,208.28,117.93,182.04,1
Jonathan Wiezorek,190.5,113.4,182.04,3
Wade Shipp,190.5,111.13,182.04,1
Genki Sudo,175.26,70.31,182.04,1
Carlos Newton,175.26,77.11,182.04,1
Lee Murray,190.5,83.91,182.04,1
Falaniko Vitale,177.8,83.91,182.04,1
David Abbott,182.88,120.2,182.04,4
Pedro Rizzo,185.42,109.32,182.04,1
Ricco Rodriguez,193.04,120.2,182.04,1
Keith Rockel,182.88,83.91,182.04,1
Chris Liguori,175.26,83.91,182.04,1
Nick Agallar,172.72,70.31,182.04,1
Gan McGee,208.28,120.2,182.04,1
Dave Strasser,177.8,77.11,182.04,1
Gerald Strebendt,175.26,70.31,182.04,1
Eddie Ruiz,170.18,70.31,182.04,1
Romie Aram,177.8,77.11,182.04,1
Sean Alvarez,182.88,106.59,182.04,1
Richard Crunkilton,170.18,70.31,182.04,1
Mark Weir,187.96,83.91,182.04,3
Alexandre Dantas,187.96,107.95,182.04,1
Gil Castillo,175.26,77.11,182.04,3
Ian Freeman,180.34,102.06,182.04,1
Phillip Miller,180.34,83.91,182.04,1
Benji Radach,177.8,83.91,182.04,1
Eugene Jackson,172.72,83.91,182.04,1
Leigh Remedios,170.18,70.31,182.04,1
James Zikic,187.96,92.99,182.04,1
Chris Haseman,180.34,92.99,182.04,1
Nick Serra,175.26,77.11,182.04,1
Zach Light,172.72,77.11,182.04,1
Steve Berger,180.34,77.11,182.04,1
Rodrigo Ruas,177.8,83.91,182.04,1
Joao Pierini,185.42,70.31,182.04,4
Murilo Bustamante,187.96,83.01,182.04,1
Tsuyoshi Kohsaka,180.34,102.06,182.04,1
Paul Creighton,167.64,70.31,182.04,3
Amar Suloev,175.26,83.01,182.04,1
Andrei Semenov,182.88,83.91,182.04,1
Hayato Sakurai,170.18,76.2,182.04,1
Pat Miletich,177.8,77.11,182.04,1
Pete Williams,190.5,106.59,182.04,1
Kelly Dullanty,172.72,70.31,182.04,1
Jutaro Nakao,175.26,77.11,182.04,3
Kevin Randleman,177.8,92.99,182.04,1
Chris Brennan,172.72,77.11,182.04,1
Bobby Hoffman,187.96,111.13,182.04,1
Homer Moore,177.8,92.99,182.04,1
Roberto Traven,190.5,102.97,182.04,1
Fabiano Iha,172.72,70.31,182.04,1
Semmy Schilt,208.28,120.2,182.04,1
Yuki Kondo,180.34,83.01,182.04,3
Paul Rodriguez,170.18,70.31,182.04,1
Joey Gilbert,180.34,70.31,182.04,1
Phil Johns,157.48,77.11,182.04,3
Kenichi Yamamoto,182.88,77.11,182.04,1
Yoji Anjo,180.34,92.99,182.04,1
Daiju Takase,182.88,77.11,182.04,3
Lance Gibson,175.26,83.91,182.04,1
Maurice Smith,187.96,100.24,182.04,1
Aaron Brink,190.5,92.99,182.04,1
John Lewis,182.88,70.31,182.04,3
Mark Hughes,175.26,92.99,182.04,3
Alex Stiebling,187.96,92.99,182.04,3
Ben Earwood,172.72,77.11,182.04,1
Dan Severn,187.96,113.4,182.04,3
Laverne Clark,180.34,77.11,182.04,1
Tedd Williams,185.42,124.74,182.04,1
Tim Lajcik,185.42,102.06,182.04,1
Tyrone Roberts,175.26,83.91,182.04,1
David Dodd,187.96,90.72,182.04,1
Amaury Bitetti,175.26,83.91,182.04,1
Alex Andrade,180.34,90.72,182.04,1
Marcelo Aguiar,177.8,77.11,182.04,1
Joao Roque,167.64,70.31,182.04,1
Nate Schroeder,185.42,104.33,182.04,1
Adrian Serrano,172.72,77.11,182.04,1
Sanae Kikuta,175.26,90.72,182.04,1
Ron Waterman,187.96,127.01,182.04,1
Satoshi Honma,185.42,92.99,182.04,1
Ikuhisa Minowa,175.26,82.1,182.04,1
Joe Slick,182.88,90.26,182.04,1
Steve Judson,180.34,104.33,182.04,1
Jermaine Andre,170.18,90.72,182.04,1
Bob Cook,175.26,77.11,182.04,1
David Velasquez,165.1,65.77,182.04,1
Scott Adams,182.88,102.06,182.04,3
Brad Gumm,180.34,77.11,182.04,1
Katsuhisa Fujii,182.88,92.99,182.04,1
Jason DeLucia,180.34,86.18,182.04,3
Keiichiro Yamamiya,180.34,83.91,182.04,3
Masutatsu Yano,175.26,89.81,182.04,1
Frank Shamrock,177.8,83.91,182.04,1
Jason Godsey,187.96,104.33,182.04,1
Brad Kohler,175.26,99.79,182.04,1
Paul Jones,175.26,90.26,182.04,1
Valeri Ignatov,175.26,77.11,182.04,1
Lowell Anderson,167.64,72.57,182.04,1
Marco Ruas,185.42,95.25,182.04,1
Andre Pederneiras,172.72,70.31,182.04,1
Flavio Luiz Moura,180.34,83.01,182.04,0
Royce Alger,177.8,90.26,182.04,1
Andre Roberts,187.96,156.49,182.04,1
Travis Fulton,182.88,108.86,182.04,1
Bas Rutten,185.42,92.99,182.04,1
Tony Petarra,180.34,88.9,182.04,1
Marcelo Mello,170.18,77.11,182.04,3
David Roberts,185.42,77.11,182.04,1
Chris Condo,182.88,151.95,182.04,1
Guy Mezger,185.42,90.72,182.04,1
Gary Goodridge,190.5,112.94,182.04,1
Sione Latu,182.88,97.52,182.04,1
Joey Roberts,187.96,90.72,182.04,1
Jorge Patino,172.72,77.11,182.04,1
Jerry Bohlander,180.34,90.26,182.04,1
Mikey Burnett,167.64,77.11,182.04,1
Townsend Saunders,165.1,77.11,182.04,1
Darrel Gholar,172.72,88.0,182.04,1
Frank Caracci,180.34,77.11,182.04,1
John Lober,180.34,90.26,182.04,1
Ebenezer Fontes Braga,182.88,90.26,182.04,1
Tulio Palhares,185.42,81.65,182.04,1
Adriano Santos,185.42,81.65,182.04,1
Cesar Marscucci,185.42,81.65,182.04,1
Paulo Santos,185.42,81.65,182.04,1
Hugo Duarte,182.88,108.86,182.04,1
Joe Pardo,185.42,95.25,182.04,3
Bob Gilstrap,190.5,90.72,182.04,1
Allan Goes,182.88,92.99,182.04,1
Harry Moskowitz,195.58,124.74,182.04,1
Noe Hernandez,187.96,92.99,182.04,1
Igor Zinoviev,185.42,90.26,182.04,1
Kevin Jackson,177.8,90.26,182.04,4
Eugenio Tadeu,172.72,72.57,182.04,1
Courtney Turner,187.96,77.11,182.04,1
Josh Stuart,175.26,72.57,182.04,1
Kazushi Sakuraba,182.88,83.91,182.04,3
Marcus Silveira,190.5,109.77,182.04,1
Joe Charles,185.42,117.93,182.04,3
Mark Kerr,190.5,120.66,182.04,4
Dwayne Cason,177.8,96.16,182.04,1
Dave Beneteau,187.96,113.4,182.04,1
Carlos Barreto,193.04,104.33,182.04,1
Greg Stott,170.18,99.79,182.04,3
Houston Dorr,185.42,95.25,182.04,1
Alex Hunter,175.26,102.51,182.04,1
Dan Bobish,187.96,156.49,182.04,3
Brian Johnston,190.5,104.33,182.04,1
Moti Horenstein,193.04,104.33,182.04,1
Todd Butler,185.42,90.72,182.04,3
Joe Moreira,180.34,88.45,182.04,3
Yuri Vaulin,193.04,89.36,182.04,3
Sam Fulton,175.26,102.51,182.04,1
Donnie Chappell,180.34,80.74,182.04,3
Steven Graham,185.42,131.54,182.04,1
Tony Halme,190.5,136.08,182.04,1
Dmitri Stepanov,190.5,98.43,182.04,1
Enson Inoue,177.8,95.25,182.04,1
Christophe Leninger,182.88,90.72,182.04,3
Jack Nilson,182.88,90.72,182.04,1
Saeed Hosseini,182.88,90.72,182.04,1
Wes Albritton,177.8,85.28,182.04,1
Scott Ferrozzo,180.34,146.51,182.04,1
Nick Sanzo,175.26,86.18,182.04,1
Jim Mullen,185.42,97.52,182.04,3
Yoshiki Takahashi,180.34,90.26,182.04,3
Wallid Ismail,170.18,92.99,182.04,1
Rainy Martinez,182.88,90.26,182.04,1
Justin Martin,182.88,83.91,182.04,1
Eric Martin,182.88,83.91,182.04,1
Jackie Lee,175.26,86.18,182.04,1
Don Frye,185.42,99.34,182.04,1
Steve Nelmark,182.88,108.86,182.04,1
Mark Hall,182.88,86.18,182.04,1
Paul Varelans,203.2,136.08,182.04,1
Cal Worsham,180.34,104.33,182.04,1
Tai Bowden,180.34,104.33,182.04,1
Jack Nilson,180.34,104.33,182.04,1
Marcus Bossett,185.42,97.52,182.04,1
Felix Lee Mitchell,182.88,86.18,182.04,1
Fabio Gurgel,182.88,92.99,182.04,1
Sam Adkins,190.5,102.06,182.04,1
Reza Nasri,180.34,92.99,182.04,1
Julian Sanchez,190.5,136.08,182.04,1
Dave Berry,190.5,102.97,182.04,1
Sam Fulton,180.34,146.51,182.04,1
John Campetella,175.26,106.59,182.04,1
Scott Fiedler,193.04,106.59,182.04,1
Felix Lee Mitchell,190.5,102.06,182.04,1
Geza Kalman,185.42,90.72,182.04,1
Dieusel Berto,175.26,90.72,182.04,1
Koji Kitao,200.66,158.76,182.04,3
Mark Schultz,175.26,90.72,182.04,1
Rafael Carino,203.2,111.13,182.04,1
Matt Andersen,187.96,104.33,182.04,3
Zane Frazier,195.58,113.4,182.04,1
Paul Herrera,177.8,83.91,182.04,1
Thomas Ramirez,185.42,185.97,182.04,2
Keith Mielke,172.72,83.91,182.04,1
Oleg Taktarov,182.88,95.25,182.04,1
Keith Hackney,180.34,90.72,182.04,2
Steve Jennum,177.8,97.52,182.04,1
Trent Jenkins,187.96,83.91,182.04,1
Scott Bessac,193.04,111.13,182.04,1
Remco Pardoel,190.5,117.93,182.04,3
Larry Cureton,187.96,108.86,182.04,1
Ryan Parker,190.5,106.59,182.04,3
Harold Howard,187.96,108.86,182.04,1
Gerry Harris,203.2,122.47,182.04,1
David Hood,182.88,90.72,182.04,1
Onassis Parungao,180.34,90.72,182.04,1
Francesco Maturi,180.34,90.72,182.04,1
Joel Sutton,180.34,92.99,182.04,1
Anthony Macias,175.26,83.91,182.04,4
Patrick Smith,187.96,102.06,182.04,1
Rudyard Moncayo,177.8,88.45,182.04,1
John Matua,187.96,181.44,182.04,1
He-Man Gipson,175.26,83.91,182.04,1
Jack McGlaughlin,180.34,92.99,182.04,1
Todd Medina,177.8,87.54,182.04,3
Ernie Verdicia,180.34,90.26,182.04,1
Jon Hess,200.66,133.81,182.04,1
Andy Anderson,167.64,108.86,182.04,1
John Dowdy,185.42,90.72,182.04,1
Asbel Cancio,177.8,102.06,182.04,1
Melton Bowen,182.88,102.06,182.04,1
Joe Son,162.56,107.05,182.04,1
Ron van Clief,177.8,86.18,182.04,1
Jason Fairn,185.42,104.33,182.04,1
Eldo Xavier Dias,180.34,81.65,182.04,1
Kevin Rosier,193.04,124.74,182.04,1
Felix Lee Mitchell,185.42,92.99,182.04,1
Roland Payne,175.26,92.99,182.04,1
Emmanuel Yarborough,203.2,349.27,182.04,0
Johnny Rhodes,182.88,95.25,182.04,1
Orlando Wiet,177.8,77.11,182.04,3
Fred Ettish,182.88,81.65,182.04,3
Scott Morris,177.8,95.25,182.04,1
Minoki Ichihara,170.18,80.74,182.04,1
Scott Baker,182.88,95.25,182.04,1
Alberta Cerra Leon,172.72,107.95,182.04,1
Robert Lucarelli,187.96,111.13,182.04,1
Frank Hamaker,187.96,111.13,182.04,1
Thaddeus Luster,190.5,95.25,182.04,1
David Levicki,195.58,124.74,182.04,1
Ray Wizard,187.96,102.06,182.04,1
Sean Daugherty,182.88,79.38,182.04,1
